transaction_id,date,amount,currency,transaction_type,description
12319136,2021-10-01,300.0,USD,transfer,Transfer to a business partner's account.
37667454,2022-05-12,125.34,USD,debit,Payment for online course subscription
86604143,2023-01-05,500.0,EUR,debit,Withdrawal for groceries at local supermarket
85331162,2022-07-28,78.99,GBP,transfer,Transfer to sister's account for birthday gift
78209933,2023-02-14,250.0,USD,credit,Refund for defective product purchase
82739058,2022-12-19,100.0,CAD,debit,Withdrawal for holiday decorations purchase
62840269,2023-06-03,300.0,USD,credit,Deposit from freelance work payment
54185337,2022-08-15,200.0,USD,transfer,Transfer to friend's account for group dinner
97581987,2023-04-01,150.0,USD,debit,Withdrawal for gym membership fee
25943429,2022-10-27,400.0,USD,credit,Deposit from part-time job salary
92324867,2023-07-22,500.0,USD,transfer,Transfer to partner's account for joint account
61422091,2022-09-09,250.0,USD,debit,Withdrawal for rent payment
45011752,2023-03-16,300.0,USD,credit,Deposit from tax refund
93593834,2022-11-14,100.0,USD,transfer,Transfer to charity for donation
22093568,2023-05-25,200.0,USD,debit,Withdrawal for gas station refill
89586141,2022-02-24,500.0,USD,credit,Deposit from freelance work payment
97905944,2023-09-01,150.0,USD,transfer,Transfer to friend's account for group project payment
23368596,2022-07-07,300.0,USD,debit,Withdrawal for car maintenance
10692728,2023-12-28,400.0,USD,credit,Deposit from holiday bonus
14321949,2022-04-10,250.0,USD,transfer,Transfer to sister's account for birthday gift
19989956,2023-01-15,100.0,USD,debit,Withdrawal for utility bills payment
76170732,2022-06-23,350.0,USD,credit,Deposit from part-time job salary
39559052,2023-08-04,200.0,USD,transfer,Transfer to friend's account for group dinner
40624509,2022-10-02,150.0,USD,debit,Withdrawal for groceries at local supermarket
72077176,2023-02-10,450.0,USD,credit,Deposit from tax refund
84730383,2022-12-18,75.0,USD,transfer,Transfer to charity for donation
32824870,2023-06-05,150.0,USD,debit,Withdrawal for gas station refill
87876717,2022-03-01,600.0,USD,credit,Deposit from freelance work payment
60017993,2023-09-15,200.0,USD,transfer,Transfer to friend's account for group project payment
29848617,2021-05-15,125.67,USD,debit,Purchase of electronic gadgets from Amazon.
82820451,2022-08-28,300.0,EUR,debit,Withdrawal of cash from an ATM in Paris.
46581017,2023-02-12,500.5,GBP,transfer,Transfer of funds to a UK-based bank account.
69028302,2021-10-01,200.0,USD,debit,Withdrawal of cash for grocery shopping.
54628968,2022-03-25,750.0,CNY,debit,Purchase of flight tickets to China.
42541708,2023-07-10,400.0,USD,transfer,Transfer of funds to a friend's account.
65041267,2021-06-18,150.0,USD,debit,Purchase of clothing items from Zara.
52073966,2022-09-03,250.0,JPY,debit,Withdrawal of cash from an ATM in Tokyo.
45434072,2023-01-15,600.0,INR,transfer,Transfer of funds to an Indian bank account.
83609985,2021-12-20,300.0,USD,debit,Withdrawal of cash for holiday shopping.
84329606,2022-11-05,450.0,CAD,debit,Purchase of furniture from IKEA.
63360136,2023-06-22,100.0,USD,transfer,Transfer of funds to a relative's account.
72224282,2021-08-17,220.0,USD,debit,Withdrawal of cash for gasoline.
77616428,2022-02-28,800.0,GBP,debit,Purchase of a laptop from Best Buy.
88785011,2023-04-03,550.0,EUR,debit,Withdrawal of cash from an ATM in Berlin.
18939671,2021-11-10,350.0,USD,transfer,Transfer of funds to a business account.
84860720,2022-07-15,700.0,CNY,debit,Purchase of a smartphone from an online store.
51663688,2023-02-24,900.0,INR,debit,Withdrawal of cash for home renovation.
20118461,2021-09-01,280.0,USD,transfer,Transfer of funds to a charity.
83824621,2022-10-18,650.0,CAD,debit,Purchase of a car from a dealership.
28900186,2023-05-27,120.0,USD,debit,Withdrawal of cash for dining.
85503141,2021-07-09,180.0,USD,credit,Deposit of a refund check.
10933489,2022-12-12,500.0,EUR,debit,Withdrawal of cash from an ATM in Rome.
24793740,2023-03-04,700.0,GBP,transfer,Transfer of funds to a UK-based business account.
65281821,2022-04-16,300.0,CNY,debit,Withdrawal of cash for travel expenses.
24534173,2023-01-02,800.0,INR,transfer,Transfer of funds to a friend's account in India.
43150598,2021-05-03,400.0,USD,debit,Purchase of a camera from a photography store.
61556724,2023-02-09,78.9,EUR,debit,Debit card withdrawal for coffee and snacks.
77471773,2022-04-12,54.32,USD,transfer,Transfer of funds from checking to savings account.
92719638,2022-05-08,90.11,USD,debit,Debit card purchase of airline tickets for family vacation.
86146727,2023-06-14,150.0,CAD,transfer,Transfer of funds from Canadian account to pay for a car repair.
81187253,2023-08-05,115.0,JPY,debit,Debit card purchase for souvenirs during travel in Japan.
27110175,2022-09-16,87.65,USD,transfer,Transfer of funds from checking to savings account.
75802698,2022-03-15,25.67,USD,debit,Purchased groceries from local market
89639552,2023-01-02,150.0,EUR,transfer,Sent money to family in Spain
11956795,2021-11-11,100.5,USD,credit,Deposited bonus from work
88435208,2022-07-16,500.0,CAD,debit,Withdrew cash for vacation
45419810,2023-06-01,75.2,GBP,transfer,Sent money to friend in UK for concert tickets
71594507,2021-09-28,30.99,USD,debit,Bought coffee and snacks from corner shop
39214397,2022-12-25,200.0,USD,credit,Received holiday bonus from employer
84838170,2023-02-12,100.0,USD,transfer,Sent money to charity for donation
28362415,2022-04-15,50.0,USD,debit,Paid rent for apartment
23645499,2023-08-03,150.0,USD,credit,Received refund from insurance company
87782270,2022-10-20,125.0,USD,transfer,Sent money to sister for birthday gift
68923131,2021-07-04,25.0,USD,debit,Bought lunch at work cafeteria
30642256,2022-11-11,100.0,USD,credit,Deposited paycheck from part-time job
48114798,2023-03-17,50.0,USD,transfer,Sent money to friend for dinner outing
77912235,2022-02-05,75.0,USD,debit,Bought tickets to see favorite band in concert
10753624,2021-12-25,150.0,USD,credit,Received holiday bonus from employer
39337354,2023-05-15,100.0,USD,transfer,Sent money to niece for graduation gift
36931401,2022-06-01,50.0,USD,debit,Paid utility bill for apartment
14378859,2023-09-12,200.0,USD,credit,Received reimbursement for work-related expenses
75820722,2022-12-25,75.0,USD,transfer,Sent money to friend for Christmas gift
74219119,2021-08-15,100.0,USD,debit,Bought new computer for work
74047608,2023-07-01,150.0,USD,credit,Received refund from insurance company
65415548,2022-09-01,50.0,USD,transfer,Sent money to friend for dinner outing
70200064,2022-01-01,75.0,USD,debit,Bought tickets to see favorite band in concert
16666703,2021-11-11,150.0,USD,credit,Received holiday bonus from employer
50132115,2023-04-15,100.0,USD,transfer,Sent money to charity for donation
41712448,2022-03-15,50.0,USD,debit,Paid rent for apartment
54873328,2023-11-28,200.0,USD,credit,Received refund from insurance company
51597576,2022-05-20,125.0,USD,transfer,Sent money to sister for birthday gift
64815287,2021-06-04,25.0,USD,debit,Bought lunch at work cafeteria
10386598,2022-10-22,100.0,USD,credit,Deposited paycheck from part-time job
61556844,2023-02-17,50.0,USD,transfer,Sent money to friend for dinner outing
10235872,2022-03-05,75.0,USD,debit,Bought tickets to see favorite band in concert
97400147,2021-12-25,150.0,USD,credit,Received holiday bonus from employer
97477070,2022-06-15,125.43,USD,debit,Paying utility bill for apartment in New York City.
36382653,2023-03-27,500.0,EUR,debit,"Buying groceries at a local market in Paris, France."
26653198,2021-10-01,100.25,GBP,transfer,Sending money to a friend in London for a birthday gift.
24083544,2022-01-12,250.0,USD,credit,Depositing bonus from a new job into checking account.
65315761,2023-02-28,75.67,CAD,debit,"Withdrawing cash for a ski trip in Whistler, Canada."
59274855,2021-12-31,300.0,AUD,transfer,Sending money to a relative in Sydney for Christmas.
23249604,2022-07-05,150.0,USD,credit,Receiving payment for freelance work in New York City.
68438275,2023-04-14,400.0,INR,debit,"Paying for a flight to Delhi, India."
45410448,2021-09-09,200.0,CNY,transfer,Sending money to a friend in Beijing for a gift.
29515056,2022-08-20,175.0,USD,credit,Depositing rent payment for an apartment in Los Angeles.
54773386,2023-01-03,600.0,CHF,debit,"Buying a watch in Zurich, Switzerland."
34684238,2021-11-18,225.0,JPY,transfer,Sending money to a friend in Tokyo for a gift.
70081628,2022-06-25,125.0,USD,debit,Paying for a gym membership in San Francisco.
46284227,2023-09-10,800.0,USD,debit,Buying a laptop in New York City.
37211414,2021-02-12,100.0,USD,transfer,Sending money to a friend in Chicago for a gift.
63745723,2023-05-15,450.0,INR,debit,"Paying for a flight to Mumbai, India."
36810443,2021-07-01,150.0,USD,transfer,Sending money to a friend in Miami for a gift.
44244116,2022-10-08,275.0,USD,credit,Depositing rent payment for an apartment in Boston.
47887340,2023-02-22,900.0,CHF,debit,"Buying a car in Zurich, Switzerland."
90106633,2021-04-15,175.0,USD,transfer,Sending money to a friend in Atlanta for a gift.
32332058,2022-09-20,100.0,USD,debit,Paying for a gym membership in San Francisco.
22519023,2023-01-25,700.0,USD,debit,Buying a phone in New York City.
36021787,2021-11-01,200.0,USD,transfer,Sending money to a friend in Seattle for a gift.
62507716,2023-06-05,500.0,INR,debit,"Paying for a flight to Kolkata, India."
49116791,2021-08-15,125.0,USD,transfer,Sending money to a friend in Houston for a gift.
51378851,2023-02-01,12345.67,EUR,transfer,"Transfer to cover utility bills in Madrid, Spain."
94411880,2021-11-20,1000.0,CAD,debit,"Purchase of groceries in Toronto, ON."
57312779,2022-08-12,500.0,GBP,debit,"Payment for flight tickets to London, England."
73316403,2023-01-05,300.0,JPY,transfer,"Transfer for purchase of electronics in Tokyo, Japan."
19493657,2022-04-01,450.0,USD,debit,"Payment for gym membership in New York, NY."
97354570,2021-09-15,200.0,INR,debit,"Withdrawal for local transportation in Delhi, India."
87801904,2023-07-02,750.0,AUD,transfer,"Transfer to cover accommodation costs in Sydney, Australia."
28606791,2022-12-20,150.0,CHF,debit,"Payment for Christmas gifts in Zurich, Switzerland."
25533047,2021-02-10,600.0,ZAR,debit,"Purchase of furniture in Cape Town, South Africa."
21807871,2023-09-05,800.0,CNY,transfer,"Transfer to cover tuition fees in Beijing, China."
90211107,2022-07-18,350.0,USD,debit,"Payment for car insurance in Los Angeles, CA."
17420985,2021-08-25,120.0,TRY,debit,"Withdrawal for local shopping in Istanbul, Turkey."
34733581,2023-11-10,900.0,MXN,transfer,"Transfer to cover travel expenses in Mexico City, Mexico."
23991403,2022-10-01,500.0,USD,debit,"Payment for laptop purchase in San Francisco, CA."
12987978,2021-12-23,400.0,EUR,debit,"Withdrawal for Christmas dinner in Paris, France."
11039689,2023-05-12,700.0,GBP,transfer,"Transfer to cover accommodation costs in London, England."
24586918,2022-03-03,1000.0,USD,debit,"Payment for medical bills in Boston, MA."
23509094,2021-07-01,300.0,CNY,debit,"Withdrawal for local shopping in Shanghai, China."
71947777,2023-10-15,1500.0,AUD,transfer,"Transfer to cover tuition fees in Sydney, Australia."
89794458,2022-11-28,650.0,USD,debit,"Payment for rent in New York, NY."
58432232,2021-11-05,250.0,INR,debit,"Withdrawal for local transportation in Mumbai, India."
23562413,2023-06-10,1100.0,JPY,transfer,"Transfer to cover accommodation costs in Tokyo, Japan."
50931538,2022-02-14,800.0,USD,debit,"Payment for flight tickets to San Francisco, CA."
97764195,2021-03-06,150.0,ZAR,debit,"Withdrawal for local shopping in Johannesburg, South Africa."
26768566,2023-08-01,1200.0,MXN,transfer,"Transfer to cover accommodation costs in Mexico City, Mexico."
66887826,2022-05-15,550.0,USD,debit,"Payment for car insurance in Chicago, IL."
68097462,2021-09-10,100.0,TRY,debit,"Withdrawal for local shopping in Ankara, Turkey."
36945888,2022-06-15,250.5,USD,credit,Direct deposit from employer.
15170999,2023-02-01,1000.0,EUR,transfer,Transfer to savings account.
27490070,2021-11-10,150.0,USD,debit,Groceries purchase.
56533276,2023-03-25,300.0,JPY,credit,International transfer from client.
95207915,2022-07-12,400.0,GBP,debit,Rent payment.
72963867,2021-09-01,200.0,USD,transfer,Transfer to friend's account.
69305269,2022-11-20,600.0,USD,debit,Holiday shopping.
37113871,2023-04-25,350.0,USD,transfer,Transfer to partner's account.
98479748,2022-02-10,700.0,USD,credit,Bonus from work.
66944837,2023-06-01,450.0,USD,debit,Gym membership.
37072105,2021-12-20,1200.0,USD,transfer,Transfer to investment account.
68522495,2022-08-15,800.0,USD,credit,Refund from retailer.
61828892,2023-09-01,900.0,USD,debit,Car payment.
37673671,2022-04-10,550.0,USD,transfer,Transfer to savings account.
68121316,2021-05-15,250.0,USD,credit,Tax refund.
45172226,2023-07-20,650.0,USD,debit,Medical bill payment.
42704620,2022-12-31,1100.0,USD,transfer,Transfer to investment account.
88050440,2023-01-05,400.0,USD,credit,Salary deposit.
42692580,2022-09-12,750.0,USD,debit,Home improvement purchase.
94757871,2023-08-01,300.0,USD,transfer,Transfer to friend's account.
25628828,2023-02-15,500.0,USD,debit,Travel expenses.
84682832,2022-11-28,800.0,USD,transfer,Transfer to investment account.
26518854,2023-05-10,200.0,USD,credit,Gift from family.
90199563,2022-06-15,150.0,USD,debit,Book purchase.
22303056,2023-03-20,900.0,USD,transfer,Transfer to partner's account.
60308069,2022-12-25,600.0,USD,credit,Holiday bonus.
28900307,2023-07-01,450.0,USD,debit,Car repair.
70023218,2022-01-10,1200.0,USD,transfer,Transfer to savings account.
78209472,2023-04-15,700.0,USD,credit,Tax refund.
29113758,2022-12-18,500.0,EUR,transfer,Transfer to a family member's account in Europe.
90465393,2023-01-03,25.99,GBP,debit,Groceries purchased at a local supermarket.
10132572,2021-09-20,1000.0,USD,debit,Payment for a new laptop from an electronics store.
33502340,2022-04-15,75.3,JPY,transfer,Transfer to a friend's account in Japan.
13676246,2023-07-08,45.5,CAD,debit,Purchase of a movie ticket at a local theater.
71817501,2021-11-27,600.0,USD,debit,Payment for a monthly gym membership.
81435960,2022-02-12,150.0,EUR,transfer,Transfer to a charity organization.
45274501,2023-03-24,30.99,GBP,debit,Purchase of a book from a local bookstore.
49125715,2021-07-09,500.0,USD,debit,Payment for a home appliance from a home improvement store.
64507977,2022-10-16,120.0,JPY,transfer,Transfer to a colleague's account in Japan.
52792817,2023-06-05,80.0,CAD,debit,Purchase of a coffee at a local café.
65674868,2021-01-25,200.0,USD,debit,Payment for a phone bill.
80357212,2022-09-01,100.0,EUR,transfer,Transfer to a business partner's account in Europe.
85258392,2023-02-10,15.0,GBP,debit,Withdrawal of cash from an ATM.
70591257,2021-05-20,300.0,USD,debit,Payment for a vacation rental.
22610481,2022-11-23,200.0,JPY,transfer,Transfer to a friend's account in Japan.
88200381,2023-08-12,50.0,CAD,debit,Payment for a bus ticket.
15943686,2021-08-07,100.0,USD,debit,Payment for a utility bill.
29693041,2022-12-25,500.0,EUR,transfer,Transfer to a family member's account in Europe.
45867661,2023-04-01,25.0,GBP,debit,Payment for a magazine subscription.
56583306,2021-03-15,150.0,USD,debit,Payment for a car insurance premium.
93506440,2022-07-03,80.0,JPY,transfer,Transfer to a colleague's account in Japan.
11402128,2023-01-06,75.0,CAD,debit,Payment for a movie ticket.
